,order_id,customer_unique_id,customer_city,customer_state,order_approved_at,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_carrier_date,order_delivered_customer_date
12,82566a660a982b15fb86e904c8d32918,e97109680b052ee858d93a539597bba7,ouro preto,MG,2018-06-09 03:13:12,2018-06-07 10:06:19,2018-07-18 00:00:00,2018-06-11 13:29:00,2018-06-19 12:05:52
13,5ff96c15d0b717ac6ad1f3d77225a350,e2dfa3127fedbbca9707b36304996dab,sao paulo,SP,2018-07-25 17:55:14,2018-07-25 17:44:10,2018-08-08 00:00:00,2018-07-26 13:16:00,2018-07-30 15:52:25
14,432aaf21d85167c2c86ec9448c4e42cc,04cf8185c71090d28baa4407b2e6d600,sao paulo,SP,2018-03-01 15:10:47,2018-03-01 14:14:28,2018-03-21 00:00:00,2018-03-02 21:09:20,2018-03-12 23:36:26
15,dcb36b511fcac050b97cd5c05de84dc3,ccafc1c3f270410521c3c6f3b249870f,goiania,GO,2018-06-12 23:31:02,2018-06-07 19:03:12,2018-07-04 00:00:00,2018-06-11 14:54:00,2018-06-21 15:34:32
16,403b97836b0c04a622354cf531062e5f,6e26bbeaa107ec34112c64e1ee31c0f5,rio de janeiro,RJ,2018-01-02 19:09:04,2018-01-02 19:00:43,2018-02-06 00:00:00,2018-01-03 18:19:09,2018-01-20 01:38:59
17,116f0b09343b49556bbad5f35bee0cdf,6087cfc70fd833cf2db637a5e6e9d76b,imbituba,SC,2017-12-26 23:50:22,2017-12-26 23:41:31,2018-01-29 00:00:00,2017-12-28 18:33:05,2018-01-08 22:36:36
18,85ce859fd6dc634de8d2f1e290444043,d0ff1a7468fcc46b8fc658ab35d2a12c,hortolandia,SP,2017-11-21 00:14:22,2017-11-21 00:03:41,2017-12-11 00:00:00,2017-11-23 21:32:26,2017-11-27 18:28:00
19,83018ec114eee8641c97e08f7b4e926f,634f09f6075fe9032e6c19609ffe995a,feira de santana,BA,2017-10-26 16:08:14,2017-10-26 15:54:26,2017-11-23 00:00:00,2017-10-26 21:46:53,2017-11-08 22:22:00
20,203096f03d82e0dffbc41ebc2e2bcfb7,d699688533772c15a061e8ce81cb56df,sao paulo,SP,2017-09-19 04:04:09,2017-09-18 14:31:30,2017-09-28 00:00:00,2017-10-06 17:50:03,2017-10-09 22:23:46
21,f848643eec1d69395095eb3840d2051e,68954feaafe4dd638f3bd3e2afa174ec,sao paulo,SP,2018-03-15 09:09:31,2018-03-15 08:52:40,2018-03-29 00:00:00,2018-03-15 19:52:48,2018-03-19 18:08:32
22,2807d0e504d6d4894d41672727bc139f,b8df986511d928829c3192c2ed081eba,sao paulo,SP,2018-02-03 20:50:22,2018-02-03 20:37:35,2018-02-21 00:00:00,2018-02-05 22:37:28,2018-02-08 16:13:46
23,95266dbfb7e20354baba07964dac78d5,451e48381edab7f1f6dbfa6d728616ff,blumenau,SC,2018-01-08 08:07:31,2018-01-08 07:55:29,2018-02-21 00:00:00,2018-01-24 23:16:37,2018-01-26 17:32:38
24,f3e7c359154d965827355f39d6b1fdac,9c9242ad7f1b52d926ea76778e1c0c57,sorocaba,SP,2018-08-10 03:24:51,2018-08-09 11:44:40,2018-08-17 00:00:00,2018-08-10 12:29:00,2018-08-13 18:24:27
25,fbf9ac61453ac646ce8ad9783d7d0af6,a25d5f94840d3c6a1a49f271ed83f4ec,rio de janeiro,RJ,2018-02-22 02:30:46,2018-02-20 23:46:53,2018-03-12 00:00:00,2018-02-26 22:25:22,2018-03-21 22:03:54
26,acce194856392f074dbf9dada14d8d82,576ea0cab426cd8a00fad9a9c90a4494,salvador,BA,2018-06-05 00:35:10,2018-06-04 00:00:13,2018-07-18 00:00:00,2018-06-05 13:24:00,2018-06-16 15:20:55
27,dd78f560c270f1909639c11b925620ea,f4a7ef6bd931f83d75d83b71c94e90df,sao carlos,SP,2018-03-12 03:28:34,2018-03-12 01:50:26,2018-03-28 00:00:00,2018-03-12 21:06:37,2018-03-21 14:41:50
28,91b2a010e1e45e6ba3d133fa997597be,bd13608b9c6033892ce62269b50a0afc,santo andre,SP,2018-05-03 12:55:01,2018-05-02 11:45:38,2018-05-23 00:00:00,2018-05-10 16:16:00,2018-05-16 20:56:24
29,ecab90c9933c58908d3d6add7c6f5ae3,1428917cd397d4f9ac0fde76dd6f2266,boa vista,RR,2018-02-25 14:47:35,2018-02-25 13:50:30,2018-04-13 00:00:00,2018-02-26 22:28:50,2018-03-27 23:29:14
30,f70a0aff17df5a6cdd9a7196128bd354,1974875b4a1d2e2ee6d586e3ba4d7602,sao paulo,SP,2017-08-12 02:45:24,2017-08-10 11:58:33,2017-08-23 00:00:00,2017-08-17 15:35:07,2017-08-18 14:28:02
31,1790eea0b567cf50911c057cf20f90f9,a6fefcd9f434474cf6fcd8ed1102fd63,palmares,PE,2018-04-16 22:10:26,2018-04-16 21:15:39,2018-05-15 00:00:00,2018-04-18 13:05:09,2018-05-05 12:28:34
32,989225ba6d0ebd5873335f7e01de2ae7,37363700139c1aef873bbcd916e57dfd,sao paulo,SP,2017-12-14 13:54:13,2017-12-12 13:56:04,2018-01-08 00:00:00,2017-12-16 00:18:57,2018-01-03 18:03:36
33,d887b52c6516beb39e8cd44a5f8b60f7,a2649503b92028291f011a976619b322,mesquita,RJ,2018-02-03 12:50:30,2018-02-03 12:38:58,2018-03-07 00:00:00,2018-02-05 21:26:53,2018-02-22 00:07:55
34,b276e4f8c0fb86bd82fce576f21713e0,6cbe8a392b76916e84c2faf69d0d0da0,santa barbara d'oeste,SP,2018-07-29 23:45:15,2018-07-29 23:34:51,2018-08-06 00:00:00,2018-07-30 14:43:00,2018-07-31 22:48:50
35,8563039e855156e48fccee4d611a3196,92fd8aa5948e20c43a014c44c025c5e1,alvorada,TO,2018-02-17 16:15:34,2018-02-17 15:59:46,2018-03-20 00:00:00,2018-02-20 23:03:56,2018-03-20 00:59:25
36,60550084e6b4c0cb89a87df1f3e5ebd9,661a5e18a28b34880ccc60112f2b8e8e,ibiapina,CE,2018-02-23 02:10:52,2018-02-21 18:15:12,2018-03-29 00:00:00,2018-02-27 18:52:09,2018-03-13 23:58:43
37,5acce57f8d9dfd55fa48e212a641a69d,f1f4f45c8602d0db1329eed1c8e935d4,quata,SP,2017-08-02 02:56:02,2017-07-31 21:37:10,2017-08-22 00:00:00,2017-08-03 18:32:48,2017-08-08 21:24:41
38,434d158e96bdd6972ad6e6d73ddcfd22,5f7d7732b351ce851a158528581af05f,jaboatao dos guararapes,PE,2018-06-05 03:35:15,2018-06-01 12:23:13,2018-07-17 00:00:00,2018-06-08 11:49:00,2018-06-18 21:32:52
39,7206b86ea789983f7a273ea7fa0bc2a8,1b542f810484d8c042aed33a7c61a218,sao paulo,SP,2018-03-26 17:28:27,2018-03-26 17:12:18,2018-04-12 00:00:00,2018-03-28 17:22:53,2018-04-05 22:11:18
40,1e7aff52cdbb2451ace09d0f848c3699,c796780c7daeab9e94cc052b1f103b21,paracambi,RJ,2017-05-19 19:05:17,2017-05-19 18:53:40,2017-06-12 00:00:00,2017-05-22 10:16:07,2017-05-31 13:58:46
41,6ea2f835b4556291ffdc53fa0b3b95e8,3e4fd73f1e86b135b9b121d6abbe9597,presidente venceslau,SP,2017-11-25 00:21:09,2017-11-24 21:27:48,2017-12-21 00:00:00,2017-12-13 21:14:05,2017-12-28 18:59:23
42,948097deef559c742e7ce321e5e58919,4ca5f90433afb5493247f0bafb583483,brasilia,DF,2017-08-04 17:25:11,2017-08-04 17:10:39,2017-09-01 00:00:00,2017-08-07 17:52:01,2017-08-12 14:08:40
43,d22e9fa5731b9e30e8b27afcdc2f8563,394b2ce444baae9ae609f5d32000de0f,luis eduardo magalhaes,BA,2018-08-04 23:35:13,2018-08-04 23:25:30,2018-09-13 00:00:00,2018-08-06 15:03:00,2018-08-13 23:34:42
44,ee64d42b8cf066f35eac1cf57de1aa85,08fb46d35bb3ab4037202c23592d1259,jundiai,SP,2018-06-05 04:31:18,2018-06-04 16:44:48,2018-06-28 00:00:00,2018-06-05 14:32:00,
45,6ebaec694d7025e2ad4a05dba887c032,4acce2834231e13b1514915adda5ec2b,rio de janeiro,RJ,2017-05-18 14:05:17,2017-05-18 13:55:47,2017-06-09 00:00:00,2017-05-19 12:01:38,2017-05-29 12:47:20
46,d17dc4a904426827ca80f2ccb3a6be56,c2551ea089b7ebbc67a2ea8757152514,cruz das almas,BA,2017-05-14 20:42:45,2017-05-14 20:28:25,2017-06-12 00:00:00,2017-05-16 08:17:46,2017-05-25 09:14:31
47,25f4376934e13d3508486352e11a5db0,372e0fc66eacb8698e4f9997d366d961,sao jose dos campos,SP,2018-05-18 01:17:39,2018-05-17 16:59:11,2018-05-25 00:00:00,2018-05-18 13:02:00,2018-05-21 15:22:11
48,5820a1100976432c7968a52da59e9364,cc1a30280651daf2d918ed7868575771,flores da cunha,RS,2018-07-29 11:44:19,2018-07-29 11:24:17,2018-08-13 00:00:00,2018-07-30 13:47:00,2018-08-02 22:09:11
49,2ce1ad82022c1ba30c2079502ac725aa,12e7a2c201751ddc979e7a45cef500f3,sao paulo,SP,2017-08-11 04:15:29,2017-08-09 20:19:05,2017-08-31 00:00:00,2017-08-11 17:52:32,2017-08-16 17:16:44
50,138849fd84dff2fb4ca70a0a34c4aa1c,b2cac0b16835dabf811b204127f58afa,carapicuiba,SP,2018-02-03 02:53:07,2018-02-01 14:02:19,2018-02-23 00:00:00,2018-02-06 19:13:26,2018-02-14 13:41:59
51,47aa4816b27ba60ec948cd019cc1afc1,db979bdfe0bbba29ecd3df3f6c50bea2,paranavai,PR,2018-06-27 08:35:32,2018-06-26 13:42:52,2018-07-20 00:00:00,2018-06-27 13:20:00,2018-07-03 18:37:46
52,9faeb9b2746b9d7526aef5acb08e2aa0,c77154776ead8e798c2d684205938f71,porto alegre,RS,2018-07-26 14:55:10,2018-07-26 14:39:59,2018-08-16 00:00:00,2018-07-27 12:04:00,2018-07-31 22:26:55
53,641fb0752bf5b5940c376b3a8bb9dc52,38cad70d154a4dcc42b598d5c01f7ef1,duque de caxias,RJ,2017-12-15 00:14:55,2017-12-15 00:06:10,2018-01-16 00:00:00,2017-12-19 01:58:00,2018-01-03 15:09:32
54,e425680f760cbc130be3e53a9773c584,9d9ab3b77f0416765b3fbedf94a942a4,taubate,SP,2017-08-31 08:30:17,2017-08-31 08:15:24,2017-09-20 00:00:00,2017-08-31 20:06:14,2017-09-04 20:59:55
55,40c5e18f7d112b59b3e5113a59a905b3,7cfba6e55439cae3fd2479d62fafe67f,rio de janeiro,RJ,2018-06-11 10:58:32,2018-06-11 10:25:52,2018-07-16 00:00:00,2018-06-14 13:03:00,2018-06-19 00:31:13
56,734e7d1bbaeb2ff82521ca0fe6fb6f79,f7603d34c795584792a484186233e6e5,sao paulo,SP,2018-06-11 08:31:50,2018-06-11 08:18:19,2018-07-05 00:00:00,2018-06-11 14:54:00,2018-06-14 21:32:21
57,66e4624ae69e7dc89bd50222b59f581f,ddf60e20e6e262e2136801ce5cd628b0,aracaju,SE,2018-03-09 15:40:39,2018-03-09 14:50:15,2018-04-02 00:00:00,2018-03-15 00:31:19,2018-04-03 13:28:46
58,a685d016c8a26f71a0bb67821070e398,51838d41add414a0b1b989b7d251d9ee,campinas,SP,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-30 00:00:00,2017-03-22 14:03:09,2017-04-06 13:37:16
59,2edfd6d1f0b4cd0db4bf37b1b224d855,c63e44efa43f3947087aee96b388d949,sao paulo,SP,2017-06-15 03:05:45,2017-06-13 21:11:26,2017-07-06 00:00:00,2017-06-16 14:55:37,2017-06-19 18:51:28
60,68873cf91053cd11e6b49a766db5af1a,6da92ae920ab16fc4eceb8fcd7bd43ce,sao paulo,SP,2017-12-02 02:51:18,2017-11-30 22:02:15,2017-12-18 00:00:00,2017-12-04 22:07:01,2017-12-05 20:28:40
61,f346ad4ee8f630e5e4ddaf862a34e6dd,da45a9a1df408c39f013b9b0b505042c,brasilia,DF,2018-08-05 13:24:34,2018-08-05 13:09:48,2018-08-15 00:00:00,2018-08-06 13:41:00,2018-08-10 18:35:40
62,8f06cc6465925031568537b815f1198d,bf0303939d54b8df5da4762bbaab1955,rio de janeiro,RJ,2017-11-15 11:46:42,2017-11-15 11:31:41,2017-12-05 00:00:00,2017-11-16 22:03:00,2017-11-22 22:41:07
63,ccbabeb0b02433bd0fcbac46e70339f2,9c9cef121cb812cb301babddc2d8331e,uberaba,MG,2018-02-21 06:15:25,2018-02-19 20:31:09,2018-03-13 00:00:00,2018-02-22 21:04:23,2018-03-09 22:22:25
64,688052146432ef8253587b930b01a06d,0e764fc1a13e47e900c3d59a989753e8,juiz de fora,MG,2018-04-24 18:25:22,2018-04-22 08:48:13,2018-05-15 00:00:00,2018-04-23 19:19:14,2018-04-24 19:31:58
65,f271576bed568e896f99eb710cd3a6f8,6a0e43f0d7e1b5539e4c58a26ebe35da,boninal,BA,2018-01-07 21:51:28,2018-01-07 21:44:54,2018-02-14 00:00:00,2018-01-10 21:56:09,2018-01-17 20:26:31
66,686541986ecfb7d9296eb67719973bf0,5d710d9a48ebb7fe5ffc2940ff29f346,uberlandia,MG,2018-02-10 13:35:31,2018-02-10 13:26:59,2018-03-12 00:00:00,2018-02-14 20:47:38,2018-02-20 22:13:08
67,68e48e68da1f50f7c5838ea75e3a20dd,a464f750556546a0989d9326ec003ccf,sao paulo,SP,2018-06-18 17:00:57,2018-06-18 16:02:23,2018-07-13 00:00:00,2018-06-19 15:55:00,2018-06-22 21:18:51
68,b52cc4919de82b4d696a4380d10804a3,c86a25b8f5f6c203bb3471553bdc3200,cosmopolis,SP,2018-06-15 02:37:29,2018-06-13 13:47:39,2018-06-26 00:00:00,2018-06-15 14:22:00,2018-06-18 22:32:44
69,fdf128b3630c21adc9ca4fb8a51b68ec,3c0402bcc3ec3b33fc4430eb6c08720a,joinville,SC,2018-07-16 14:31:10,2018-07-15 08:33:19,2018-08-02 00:00:00,2018-07-17 15:33:00,2018-07-24 16:41:18
70,a6aeb116d2cb5013eb8a94585b71ffef,31b8fa2573bde01af4737e8ed29c348b,sao paulo,SP,2017-09-13 14:44:39,2017-09-13 14:27:11,2017-09-25 00:00:00,2017-09-15 18:42:29,2017-09-16 15:40:08
71,fa516182d28f96f5f5c651026b0749ee,7f2eb9cf900070f2e7a7f0e95719f85b,paulinia,SP,2018-04-13 13:30:02,2018-04-13 08:44:17,2018-05-08 00:00:00,2018-04-13 22:19:21,2018-04-19 20:41:45
72,6abaad69b8b349c3a529b4b91ce18e46,fa0ee7ceb94193fb02aa78ce3a55695a,carapicuiba,SP,2018-02-15 10:47:59,2018-02-15 10:33:30,2018-03-07 00:00:00,2018-02-20 14:15:09,2018-02-24 19:15:56
73,974c1993ab8024d3ed16229183c2308d,32de2a7a93dbfc527b3f584744b9c6ce,bom jardim de minas,MG,2017-02-22 03:10:20,2017-02-20 11:45:39,2017-03-21 00:00:00,2017-02-23 06:47:35,2017-03-09 14:27:58
74,82bce245b1c9148f8d19a55b9ff70644,f9effeed3df9ae063a58c0759b96f8b2,cascavel,PR,2017-04-21 05:15:56,2017-04-20 17:15:46,2017-05-12 00:00:00,2017-04-24 09:34:13,2017-05-10 09:17:55
75,a910f58086d58b3ae6f37aa712d377b9,a7e7b19ff34ab885f7b7331de2417cf3,cuiaba,MT,2017-09-15 09:35:18,2017-09-15 09:19:48,2017-10-11 00:00:00,2017-09-18 18:20:00,2017-09-25 20:14:48
76,bd4bd0194d6d29f83b8557d4b89b572a,65e5aaf9f721945f29cdba45c206cb83,ribeirao preto,SP,2018-07-31 03:50:24,2018-07-28 16:52:55,2018-08-08 00:00:00,2018-08-01 16:01:00,2018-08-06 18:44:46
77,634e8f4c0f6744a626f77f39770ac6aa,5229b8e4d7d2b9b676c2083c17b1ecd0,portao,RS,2017-08-09 18:45:18,2017-08-09 18:32:47,2017-08-31 00:00:00,2017-08-10 20:21:53,2017-08-16 18:17:54
78,6d25592267349b322799e2beb687871e,a71cac9f356cfeb9db35061020806212,sao paulo,SP,2018-08-28 04:10:18,2018-08-26 22:04:34,2018-08-30 00:00:00,2018-08-28 12:56:00,2018-08-29 12:40:53
79,b8801cccd8068de30112e4f49903d74a,bb4d84a2b45b22ed710ac8c0dec63d1a,poa,SP,2017-07-30 03:25:08,2017-07-30 03:06:35,2017-08-16 00:00:00,2017-07-31 16:42:54,2017-08-01 14:27:31
80,2711a938db643b3f0b62ee2c8a2784aa,2ae3c67452283d5a0d30b32e0d33296e,brasilia,DF,2017-12-23 02:15:31,2017-12-22 00:17:37,2018-01-19 00:00:00,2017-12-27 19:54:46,2018-01-09 19:52:32
81,3bc77ce8be27211bac313c2daa402d1a,c756e1910755edd88c00ac3f46baba4b,belo horizonte,MG,2017-04-06 22:50:24,2017-04-06 22:39:29,2017-04-27 00:00:00,2017-04-07 14:54:18,2017-04-11 12:31:36
82,10c320f977c6a18f91b2d14be13128c6,04e495a3f45df8b41be2e934bbc16961,gravatai,RS,2017-05-09 21:02:45,2017-05-09 20:48:59,2017-06-01 00:00:00,2017-05-10 11:22:15,2017-05-18 13:22:35
83,0a4a2fccb27bd83a892fa503987a595b,c7a9a76a4b24a7e7b2caff982409b7ee,santa luzia,PB,2017-04-20 20:55:09,2017-04-20 20:42:44,2017-05-25 00:00:00,2017-04-25 08:23:08,2017-05-11 13:07:46
84,e4de6d53ecff736bc68804b0b6e9f635,e3bcfea9bab07b492391664fc1ffc28a,antonio cardoso,BA,2017-10-17 03:49:34,2017-10-16 14:56:50,2017-11-21 00:00:00,2017-10-27 22:14:21,2017-11-08 21:25:24
85,6b860b35691d486e45dc98e3514ec5f6,4754e3b66497719a91b36268ed9c5718,tapiratiba,SP,2017-12-09 02:49:54,2017-12-08 09:42:43,2018-01-03 00:00:00,2017-12-11 15:19:04,2017-12-19 18:43:35
86,ec341c54a5ebf8ee0a67a8632aa7579b,410979f3cfd34e467d4fad78bd0f0219,irineopolis,SC,2017-08-27 17:04:12,2017-08-26 16:53:30,2017-09-21 00:00:00,2017-08-30 13:26:32,2017-09-08 20:39:56
87,cadbb3657dac2dbbd5b84b12e7b78aad,cd148470c375939669971e8a032b16b4,ribeirao preto,SP,2018-03-01 02:48:54,2018-02-27 12:55:42,2018-03-29 00:00:00,2018-03-03 02:27:03,2018-03-16 14:59:01
88,9defaf92cff22420e4e8ef7784815a55,b11b7871c2b8be2d11fab954f58542f2,sorocaba,SP,2018-05-11 13:36:50,2018-05-11 13:10:51,2018-06-05 00:00:00,2018-05-16 14:43:00,2018-05-21 16:09:55
89,20e0101b20700188cadb288126949685,42f80af2e6c585667e4eb416859ae153,jequitai,MG,2018-01-22 19:36:35,2018-01-22 19:22:22,2018-02-19 00:00:00,2018-01-24 23:32:21,2018-02-15 20:08:15
90,0e782c3705510e717d28907746cbda82,adeefbe14d26d3bf90facfeaae35d605,sao paulo,SP,2018-05-01 08:52:58,2018-05-01 08:12:37,2018-05-16 00:00:00,2018-05-02 19:01:00,2018-05-04 14:02:26
91,d3d6788577c9592da441752e8a1dd5e3,7973a6ba9c81ecaeb3d628c33c7c7c48,palmas,PR,2017-09-20 07:55:14,2017-09-19 22:17:15,2017-10-13 00:00:00,2017-09-22 17:23:09,2017-10-10 18:43:53
92,86f21bf63784876b9fd6d35f46581d72,bb7ef994cc22b1fc694ac59fb377b824,presidente kubitschek,MG,2018-04-11 22:49:32,2018-04-11 22:32:31,2018-05-21 00:00:00,2018-04-14 00:02:39,2018-04-27 23:14:42
93,8447ff843b2616c50c0ced28ab1dae03,b6aa1d5781553afaa244c3e42246d93c,itajai,SC,2017-12-22 02:37:45,2017-12-20 23:45:07,2018-01-22 00:00:00,2017-12-23 13:10:45,2018-01-09 18:14:02
94,f169bd689fb8b32ccd62df9050aebc0b,4a8c8f751984985cd49f74249da95aae,sao paulo,SP,2018-04-24 19:24:14,2018-04-22 23:23:18,2018-05-07 00:00:00,2018-04-27 13:46:00,2018-04-30 17:57:25
95,77e9941864fc840be8e4b1ba5347c0f7,00b2ca23369b68c4d4105ecea9c0cb93,alto santo,CE,2018-08-03 09:31:36,2018-08-03 08:59:39,2018-08-27 00:00:00,2018-08-03 10:10:00,2018-08-17 00:49:41
96,41bb5cee06dbf170878a9ef93ac7e7f5,ca73adc05ad5d0d880de79b5ea3253b3,sao paulo,SP,2018-05-14 08:52:24,2018-05-14 08:35:33,2018-06-08 00:00:00,2018-05-16 14:46:00,2018-05-18 14:48:38
97,6a0a8bfbbe700284feb0845d95e0867f,781ae350edb16842380e81d7c7feb431,rio de janeiro,RJ,2017-11-22 11:46:50,2017-11-22 11:32:22,2017-12-11 00:00:00,2017-11-27 13:39:35,2017-12-28 19:43:00
98,f7959f8385f34c4f645327465a1c9fc4,5ddb4fdd9cef2450d17ae20639815885,jundiai,SP,2017-03-30 08:05:08,2017-03-30 07:50:33,2017-04-26 00:00:00,2017-03-30 10:55:54,2017-04-10 02:59:52
99,23f553848a03aaab35bb3f9f87725125,439ced9aafa171a1ac88efa951c7db0a,flor da serra do sul,PR,2018-06-05 09:32:22,2018-06-05 09:10:34,2018-07-23 00:00:00,2018-06-06 15:37:00,2018-06-18 12:36:54
100,e3447938231fb6ba2fee0231b51eca59,08de4d9507128e2ad419e26cc4f22b65,guaruja,SP,2018-08-26 11:15:29,2018-08-26 11:04:26,2018-08-30 00:00:00,2018-08-27 15:52:00,2018-08-28 21:06:31
101,e346cd9299371b18c0b28e8e29a5e376,4f262a3ca91e56d568fd13240c3c3652,itanhaem,SP,2017-05-17 08:45:09,2017-05-17 08:36:11,2017-06-06 00:00:00,2017-05-17 10:13:52,2017-05-23 13:32:30
102,a5474c0071dd5d1074e12d417078bbd0,0c8761c28faa9b9930e4a9bb545905da,barueri,SP,2018-08-01 02:50:15,2018-07-30 22:41:44,2018-08-02 00:00:00,2018-08-02 10:35:00,2018-08-03 19:28:47
103,0760a852e4e9d89eb77bf631eaaf1c84,c7f8d7b1fffc946d7069574f74c39f4e,santo amaro da imperatriz,SC,2018-08-07 06:15:14,2018-08-03 17:44:42,2018-08-21 00:00:00,,
104,bb7c5cf4dff9994daeab7c8ee9d287aa,97f104e8e54ef4147d17fc1536a1482c,uruguaiana,RS,2018-03-02 22:08:51,2018-03-01 22:14:26,2018-03-26 00:00:00,2018-03-05 17:32:31,2018-03-09 14:48:21
105,66d03fb3c4b0f80b5db04ef9c260336d,8e4404700874036dbb2c606039875e1a,sao jose dos campos,SP,2018-02-06 21:29:40,2018-02-06 21:09:10,2018-03-07 00:00:00,2018-02-07 17:13:05,2018-02-16 20:24:42
106,a6cd683d4bd3b9b1f0aa37b27f8116d3,169381f51e4c3e926ef199364aeced22,salvador,BA,2017-01-29 01:31:48,2017-01-28 23:45:53,2017-03-10 00:00:00,2017-02-01 14:25:06,2017-02-10 17:30:19
107,bfe42c22ecbf90bc9f35cf591270b6a7,34c58672601f2c6d29db7efd1f6bf958,bonfinopolis de minas,MG,2018-01-27 22:16:18,2018-01-27 22:04:34,2018-02-26 00:00:00,2018-02-03 03:56:00,2018-02-09 20:16:40
108,e1da8361c76cab67aa3588a1fbf1af54,a8ee33e35637322a81a8c26592f6ce36,ipatinga,MG,2017-07-04 04:10:19,2017-07-01 15:42:32,2017-07-25 00:00:00,2017-07-04 14:52:46,2017-07-12 20:17:57
109,af5b0604e113e1526593d505a26ef39d,3d8614b1f25530eca12661dc8b10a2fb,sao paulo,SP,2017-09-27 12:26:02,2017-09-27 12:07:22,2017-10-16 00:00:00,2017-09-29 22:25:42,2017-09-30 17:13:01
110,9d531c565e28c3e0d756192f84d8731f,efc37ae565ee0943cca2b89fc65c4d6f,marica,RJ,2017-12-01 09:31:15,2017-11-28 21:00:44,2017-12-22 00:00:00,2017-12-14 20:37:43,2018-01-23 21:38:52
111,4da3bd761ca73d692ae0f5c252495546,e3c0567a8b991a9d812ee91f2650db40,rio de janeiro,RJ,2018-02-01 12:54:33,2018-02-01 12:31:21,2018-02-19 00:00:00,2018-02-02 00:39:31,2018-02-02 16:12:53
112,80d817467dc3d0a4bb5ab8986c962b1f,337bf0efbf9e5ba67461d2e5b4e5c2b1,brasilia,DF,2018-08-22 16:25:19,2018-08-22 16:10:29,2018-09-05 00:00:00,2018-08-23 14:33:00,2018-08-28 14:52:43
113,c75acba615d2db29345327974641467d,8279be4e9b2fbb615ace365178b785a0,rio de janeiro,RJ,2018-07-07 10:10:09,2018-07-06 23:36:15,2018-08-10 00:00:00,2018-07-10 14:25:00,2018-07-13 17:18:42
114,210e60465099814a1d2c7635e4065153,5bbc03d010ac4dbcfdfa2018349c8f6e,tocos,RJ,2018-05-09 18:54:13,2018-05-09 18:27:00,2018-05-29 00:00:00,2018-05-10 16:07:00,2018-05-22 00:08:26
